ID,Layer_1,ObsDate,County,County_lsad,SWCD_name,Year,shape,Land_Cover_Class,Description,
2599,52,6/28/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.6723371, 35.4687065),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2600,42,7/1/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.690984, 35.6587124),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2601,52,6/28/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.6636993, 35.4303943),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2602,52,6/28/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.6674922, 35.4489641),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2603,52,6/28/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.6425892, 35.3344873),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2604,52,6/28/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.6685307, 35.4509376),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2605,52,6/28/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.66572, 35.4202761),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2606,42,7/17/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.5984336, 35.5871326),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2607,42,7/17/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.622579, 35.5775278),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2608,52,7/17/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.6405907, 35.5839522),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2609,42,7/17/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.6224817, 35.5776657),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2610,42,7/17/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.5982606, 35.587042),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2611,42,7/17/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.6063279, 35.5847163),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2612,42,7/17/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.6302554, 35.583369),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2613,42,7/17/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.6324724, 35.5857488),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2614,42,7/17/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.6342742, 35.5844263),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2615,42,7/17/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.6240359, 35.5762904),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2616,42,7/17/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.6300427, 35.5897092),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2617,42,7/17/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.62914, 35.5990896),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2618,42,7/17/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.6324432, 35.5857318),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2619,42,7/18/2019,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2019,c(-105.7593065, 35.5411807),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2620,52,7/18/2019,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2019,c(-105.7444586, 35.4732842),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2621,42,7/18/2019,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2019,c(-105.7617021, 35.5391109),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2622,42,7/18/2019,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2019,c(-105.7676041, 35.5335183),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2623,42,7/18/2019,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2019,c(-105.752992, 35.5385157),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2624,52,7/18/2019,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2019,c(-105.7651313, 35.5230779),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2625,52,7/18/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.7167649, 35.4622486),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2626,52,7/18/2019,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2019,c(-105.7185707, 35.4649851),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2627,42,7/18/2019,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2019,c(-105.7635717, 35.53552),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2628,42,7/18/2019,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2019,c(-105.7578968, 35.5444537),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2629,42,7/18/2019,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2019,c(-105.7454026, 35.5403946),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2630,42,7/18/2019,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2019,c(-105.7525979, 35.5384199),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2631,42,7/18/2019,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2019,c(-105.7547695, 35.5039219),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2632,42,7/18/2019,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2019,c(-105.7516405, 35.5369338),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2633,42,7/18/2019,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2019,c(-105.7522393, 35.5382568),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2634,42,7/18/2019,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2019,c(-105.7522285, 35.4766961),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2635,52,7/18/2019,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2019,c(-105.7477075, 35.4735372),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2636,42,7/18/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.676056, 35.4550726),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2637,52,7/25/2019,Rio Arriba,Rio Arriba County,Upper Chama,2019,c(-106.6724826, 36.3580258),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2638,52,7/25/2019,Rio Arriba,Rio Arriba County,Upper Chama,2019,c(-106.5580626, 36.3121015),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2639,52,7/25/2019,Rio Arriba,Rio Arriba County,Upper Chama,2019,c(-106.6780301, 36.3695591),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2640,52,7/25/2019,Rio Arriba,Rio Arriba County,Upper Chama,2019,c(-106.67039, 36.3558358),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2641,52,7/25/2019,Rio Arriba,Rio Arriba County,Upper Chama,2019,c(-106.6596301, 36.3515118),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2642,52,7/25/2019,Rio Arriba,Rio Arriba County,Upper Chama,2019,c(-106.6237723, 36.3295098),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2643,52,7/25/2019,Rio Arriba,Rio Arriba County,Upper Chama,2019,c(-106.6781852, 36.3706188),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2644,52,7/25/2019,Rio Arriba,Rio Arriba County,Upper Chama,2019,c(-106.5904194, 36.3146881),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2645,52,7/25/2019,Rio Arriba,Rio Arriba County,Upper Chama,2019,c(-106.6336702, 36.3371527),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2646,52,7/25/2019,Rio Arriba,Rio Arriba County,Upper Chama,2019,c(-106.6521517, 36.344257),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2647,52,7/25/2019,Rio Arriba,Rio Arriba County,Upper Chama,2019,c(-106.6568383, 36.3492498),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2648,52,7/25/2019,Rio Arriba,Rio Arriba County,Upper Chama,2019,c(-106.672712, 36.3584234),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2649,52,7/25/2019,Rio Arriba,Rio Arriba County,Upper Chama,2019,c(-106.6734054, 36.3595841),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2650,52,7/25/2019,Rio Arriba,Rio Arriba County,Upper Chama,2019,c(-106.5433819, 36.3167207),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2651,52,7/25/2019,Rio Arriba,Rio Arriba County,Upper Chama,2019,c(-106.6783257, 36.37081),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2652,52,7/25/2019,Rio Arriba,Rio Arriba County,Upper Chama,2019,c(-106.6780671, 36.3695708),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2653,52,7/25/2019,Rio Arriba,Rio Arriba County,Upper Chama,2019,c(-106.5956635, 36.3187104),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2654,52,7/25/2019,Rio Arriba,Rio Arriba County,Upper Chama,2019,c(-106.6412269, 36.3393908),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2655,52,7/25/2019,Rio Arriba,Rio Arriba County,Upper Chama,2019,c(-106.6782112, 36.3706883),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2656,52,7/29/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.6026621, 35.5538753),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2657,52,7/31/2019,Sandoval,Sandoval County,Cuba,2019,c(-106.7662195, 35.7399109),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2658,52,8/1/2019,Sandoval,Sandoval County,Cuba,2019,c(-106.7600399, 35.7245809),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2659,42,7/29/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.593281, 35.5433898),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2660,42,7/29/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.5747313, 35.5383421),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2661,90,8/1/2019,Sandoval,Sandoval County,Cuba,2019,c(-106.788106, 35.8250854),Woody Wetlands,Areas where forest or shrubland vegetation accounts for at least 20% of cover and the soil is periodically saturated with water.
2662,90,7/31/2019,Sandoval,Sandoval County,Cuba,2019,c(-106.715496, 35.7249778),Woody Wetlands,Areas where forest or shrubland vegetation accounts for at least 20% of cover and the soil is periodically saturated with water.
2663,21,7/31/2019,Sandoval,Sandoval County,Cuba,2019,c(-106.7125576, 35.7348314),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
2664,52,7/31/2019,Sandoval,Sandoval County,Cuba,2019,c(-106.7584923, 35.7297838),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2665,71,7/31/2019,Sandoval,Sandoval County,Cuba,2019,c(-106.7928505, 35.7758188),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
2666,42,7/31/2019,Sandoval,Sandoval County,Cuba,2019,c(-106.7879376, 35.7560971),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2667,90,7/31/2019,Sandoval,Sandoval County,Cuba,2019,c(-106.7140892, 35.7291671),Woody Wetlands,Areas where forest or shrubland vegetation accounts for at least 20% of cover and the soil is periodically saturated with water.
2668,90,7/31/2019,Sandoval,Sandoval County,Cuba,2019,c(-106.714109, 35.7291363),Woody Wetlands,Areas where forest or shrubland vegetation accounts for at least 20% of cover and the soil is periodically saturated with water.
2669,52,7/31/2019,Sandoval,Sandoval County,Cuba,2019,c(-106.7882054, 35.7582917),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
